Time (seconds),Speed,Grade,Road Type
0,12.5,0.001266157847423,No Charging
1,12.5,0.001266157847423,No Charging
2,12.5,0.001266157847423,No Charging
3,12.5,0.001266157847423,No Charging
4,12.5,0.001266157847423,No Charging
5,12.5,0.001266157847423,No Charging
6,12.5,0.001266157847423,No Charging
7,12.5,0.001266157847423,No Charging
8,12.5,0.001266157847423,No Charging
9,12.5,0.001266157847423,No Charging
10,12.5,0.001266157847423,No Charging
11,12.5,0.001266157847423,No Charging
12,12.5,0.001266157847423,No Charging
13,12.5,0.001266157847423,No Charging
14,12.5,0.001266157847423,No Charging
15,12.5,0.001266157847423,No Charging
16,12.5,0.001266157847423,No Charging
17,12.5,0.001266157847423,No Charging
18,12.5,0.001266157847423,No Charging
19,12.5,0.001266157847423,No Charging
20,12.5,0.001266157847423,No Charging
21,10.54418138122287,0.0007347593179489582,No Charging
22,1.179629629629628,-0.001809601893364,No Charging
23,1.179629629629628,-0.001809601893364,No Charging
24,1.179629629629628,-0.001809601893364,No Charging
25,1.179629629629628,-0.001809601893364,No Charging
26,1.179629629629628,-0.001809601893364,No Charging
27,1.179629629629628,-0.001809601893364,No Charging
28,1.179629629629628,-0.001809601893364,No Charging
29,1.179629629629628,-0.001809601893364,No Charging
30,1.179629629629628,-0.001809601893364,No Charging
31,1.179629629629628,-0.001809601893364,No Charging
32,1.179629629629628,-0.001809601893364,No Charging
33,1.179629629629628,-0.001809601893364,No Charging
34,1.179629629629628,-0.001809601893364,No Charging
35,1.179629629629628,-0.001809601893364,No Charging
36,1.179629629629628,-0.001809601893364,No Charging
37,1.179629629629628,-0.001809601893364,No Charging
38,1.179629629629628,-0.001809601893364,No Charging
39,1.179629629629628,-0.001809601893364,No Charging
40,1.179629629629628,-0.001809601893364,No Charging
41,1.179629629629628,-0.001809601893364,No Charging
42,1.179629629629628,-0.001809601893364,No Charging
43,1.179629629629628,-0.001809601893364,No Charging
44,1.179629629629628,-0.001809601893364,No Charging
45,1.179629629629628,-0.001809601893364,No Charging
46,1.179629629629628,-0.001809601893364,No Charging
47,1.179629629629628,-0.001809601893364,No Charging
48,1.179629629629628,-0.001809601893364,No Charging
49,1.179629629629628,-0.001809601893364,No Charging
50,1.179629629629628,-0.001809601893364,No Charging
51,1.179629629629628,-0.001809601893364,No Charging
52,1.179629629629628,-0.001809601893364,No Charging
53,1.179629629629628,-0.001809601893364,No Charging
54,1.179629629629628,-0.001809601893364,No Charging
55,1.179629629629628,-0.001809601893364,No Charging
56,1.179629629629628,-0.001809601893364,No Charging
57,1.179629629629628,-0.001809601893364,No Charging
58,1.179629629629628,-0.001809601893364,No Charging
59,1.179629629629628,-0.001809601893364,No Charging
60,1.179629629629628,-0.001809601893364,No Charging
61,1.179629629629628,-0.001809601893364,No Charging
62,1.179629629629628,-0.001809601893364,No Charging
63,1.179629629629628,-0.001809601893364,No Charging
64,1.179629629629628,-0.001809601893364,No Charging
65,1.179629629629628,-0.001809601893364,No Charging
66,1.179629629629628,-0.001809601893364,No Charging
67,1.179629629629628,-0.001809601893364,No Charging
68,1.179629629629628,-0.001809601893364,No Charging
69,1.179629629629628,-0.001809601893364,No Charging
70,1.179629629629628,-0.001809601893364,No Charging
71,1.179629629629628,-0.001809601893364,No Charging
72,1.179629629629628,-0.001809601893364,No Charging
73,1.179629629629628,-0.001809601893364,No Charging
74,1.179629629629628,-0.001809601893364,No Charging
75,1.179629629629628,-0.001809601893364,No Charging
76,1.179629629629628,-0.001809601893364,No Charging
77,1.179629629629628,-0.001809601893364,No Charging
78,1.179629629629628,-0.001809601893364,No Charging
79,1.179629629629628,-0.001809601893364,No Charging
80,1.179629629629628,-0.001809601893364,No Charging
81,1.179629629629628,-0.001809601893364,No Charging
82,1.179629629629628,-0.001809601893364,No Charging
83,1.179629629629628,-0.001809601893364,No Charging
84,1.179629629629628,-0.001809601893364,No Charging
85,1.179629629629628,-0.001809601893364,No Charging
86,1.179629629629628,-0.001809601893364,No Charging
87,1.179629629629628,-0.001809601893364,No Charging
88,1.179629629629628,-0.001809601893364,No Charging
89,1.179629629629628,-0.001809601893364,No Charging
