cycSecs,cycMps,cycGrade,cycRoadType
0,4.044444444444448,0.008872505366998,No Charging
1,4.044444444444448,0.008872505366998,No Charging
2,4.044444444444448,0.008872505366998,No Charging
3,4.044444444444448,0.008872505366998,No Charging
4,4.044444444444448,0.008872505366998,No Charging
5,4.044444444444448,0.008872505366998,No Charging
6,4.044444444444448,0.008872505366998,No Charging
7,4.044444444444448,0.008872505366998,No Charging
8,4.044444444444448,0.008872505366998,No Charging
9,4.044444444444448,0.008872505366998,No Charging
10,4.044444444444448,0.008872505366998,No Charging
11,4.044444444444448,0.008872505366998,No Charging
12,4.044444444444448,0.008872505366998,No Charging
13,4.044444444444448,0.008872505366998,No Charging
14,4.917458254858776,0.0025435776385927134,No Charging
15,5.716666666666661,-0.003250296659759,No Charging
16,5.716666666666661,-0.003250296659759,No Charging
17,5.716666666666661,-0.003250296659759,No Charging
18,5.716666666666661,-0.003250296659759,No Charging
19,5.716666666666661,-0.003250296659759,No Charging
20,5.716666666666661,-0.003250296659759,No Charging
21,5.716666666666661,-0.003250296659759,No Charging
22,5.716666666666661,-0.003250296659759,No Charging
23,5.716666666666661,-0.003250296659759,No Charging
24,5.716666666666661,-0.003250296659759,No Charging
25,5.716666666666661,-0.003250296659759,No Charging
26,5.716666666666661,-0.003250296659759,No Charging
27,5.716666666666661,-0.003250296659759,No Charging
28,5.716666666666661,-0.003250296659759,No Charging
29,5.716666666666661,-0.003196230408031962,No Charging
30,5.716666666666661,-0.00302594928835,No Charging
31,5.716666666666661,-0.00302594928835,No Charging
32,5.716666666666661,-0.00302594928835,No Charging
33,5.716666666666661,-0.00302594928835,No Charging
34,5.716666666666661,-0.00302594928835,No Charging
35,5.716666666666661,-0.00302594928835,No Charging
36,5.716666666666661,-0.00302594928835,No Charging
37,5.716666666666661,-0.00302594928835,No Charging
38,5.716666666666661,-0.00302594928835,No Charging
39,5.716666666666661,-0.00302594928835,No Charging
40,5.716666666666661,-0.00302594928835,No Charging
41,5.716666666666661,-0.00302594928835,No Charging
42,5.716666666666661,-0.00302594928835,No Charging
43,5.716666666666661,-0.00302594928835,No Charging
44,5.716666666666661,-0.00302594928835,No Charging
45,5.716666666666661,-0.00302594928835,No Charging
46,5.716666666666661,-0.00302594928835,No Charging
47,5.716666666666661,-0.00302594928835,No Charging
48,5.716666666666661,-0.00302594928835,No Charging
49,5.716666666666661,-0.00302594928835,No Charging
50,5.716666666666661,-0.00302594928835,No Charging
