cycSecs,cycMps,cycGrade,cycRoadType
0,3.570833333333338,0.008872505366998,No Charging
1,3.570833333333338,0.008872505366998,No Charging
2,3.570833333333338,0.008872505366998,No Charging
3,3.570833333333338,0.008872505366998,No Charging
4,3.570833333333338,0.008872505366998,No Charging
5,3.570833333333338,0.008872505366998,No Charging
6,3.570833333333338,0.008872505366998,No Charging
7,3.570833333333338,0.008872505366998,No Charging
8,3.570833333333338,0.008872505366998,No Charging
9,3.570833333333338,0.008872505366998,No Charging
10,3.570833333333338,0.008872505366998,No Charging
11,3.570833333333338,0.008872505366998,No Charging
12,3.570833333333338,0.008872505366998,No Charging
13,3.570833333333338,0.008872505366998,No Charging
14,3.570833333333338,0.008872505366998,No Charging
15,3.570833333333338,0.008872505366998,No Charging
16,4.929427028977393,0.0015768409563255439,No Charging
17,5.828333333333334,-0.003250296659759,No Charging
18,5.828333333333334,-0.003250296659759,No Charging
19,5.828333333333334,-0.003250296659759,No Charging
20,5.828333333333334,-0.003250296659759,No Charging
21,5.828333333333334,-0.003250296659759,No Charging
22,5.828333333333334,-0.003250296659759,No Charging
23,5.828333333333334,-0.003250296659759,No Charging
24,5.828333333333334,-0.003250296659759,No Charging
25,5.828333333333334,-0.003250296659759,No Charging
26,5.828333333333334,-0.003250296659759,No Charging
27,5.828333333333334,-0.003250296659759,No Charging
28,5.828333333333334,-0.003250296659759,No Charging
29,5.828333333333334,-0.003250296659759,No Charging
30,5.828333333333334,-0.003250296659759,No Charging
31,5.828333333333335,-0.0031126565939704016,No Charging
32,5.828333333333334,-0.00302594928835,No Charging
33,5.828333333333334,-0.00302594928835,No Charging
34,5.828333333333334,-0.00302594928835,No Charging
35,5.828333333333334,-0.00302594928835,No Charging
36,5.828333333333334,-0.00302594928835,No Charging
37,5.828333333333334,-0.00302594928835,No Charging
38,5.828333333333334,-0.00302594928835,No Charging
39,5.828333333333334,-0.00302594928835,No Charging
40,5.828333333333334,-0.00302594928835,No Charging
41,5.828333333333334,-0.00302594928835,No Charging
42,5.828333333333334,-0.00302594928835,No Charging
43,5.828333333333334,-0.00302594928835,No Charging
44,5.828333333333334,-0.00302594928835,No Charging
45,5.828333333333334,-0.00302594928835,No Charging
46,5.828333333333334,-0.00302594928835,No Charging
47,5.828333333333334,-0.00302594928835,No Charging
48,5.828333333333334,-0.00302594928835,No Charging
49,5.828333333333334,-0.00302594928835,No Charging
50,5.828333333333334,-0.00302594928835,No Charging
51,5.828333333333334,-0.00302594928835,No Charging
52,5.828333333333334,-0.00302594928835,No Charging
53,5.828333333333334,-0.00302594928835,No Charging
54,5.828333333333334,-0.00302594928835,No Charging
55,5.828333333333334,-0.00302594928835,No Charging
56,5.828333333333334,-0.00302594928835,No Charging
57,5.828333333333334,-0.00302594928835,No Charging
58,5.828333333333334,-0.00302594928835,No Charging
59,5.828333333333334,-0.00302594928835,No Charging
60,5.828333333333334,-0.00302594928835,No Charging
61,5.828333333333334,-0.00302594928835,No Charging
62,5.828333333333334,-0.00302594928835,No Charging
63,5.828333333333334,-0.00302594928835,No Charging
64,5.828333333333334,-0.00302594928835,No Charging
65,5.828333333333334,-0.00302594928835,No Charging
66,5.828333333333334,-0.015476329155764242,No Charging
67,5.828333333333334,-0.024113410496145,No Charging
68,5.828333333333334,-0.024113410496145,No Charging
69,5.828333333333334,-0.024113410496145,No Charging
70,5.828333333333334,-0.024113410496145,No Charging
71,3.388814657903265,-0.015661161716540896,No Charging
72,2.822222222222222,-0.013698077657685,No Charging
73,2.822222222222222,-0.013698077657685,No Charging
74,2.822222222222222,-0.013698077657685,No Charging
75,2.822222222222222,-0.013698077657685,No Charging
76,2.822222222222222,-0.013698077657685,No Charging
77,2.822222222222222,-0.013698077657685,No Charging
78,2.822222222222222,-0.013698077657685,No Charging
79,2.822222222222222,-0.013698077657685,No Charging
80,2.822222222222222,-0.013698077657685,No Charging
81,2.822222222222222,-0.013698077657685,No Charging
82,2.822222222222222,-0.013698077657685,No Charging
83,2.822222222222222,0.020580854060772924,No Charging
84,2.822222222222222,0.024888496410407,No Charging
85,2.822222222222222,0.024888496410407,No Charging
86,2.822222222222222,0.024888496410407,No Charging
87,2.822222222222222,0.024888496410407,No Charging
88,2.822222222222222,0.024888496410407,No Charging
89,2.822222222222222,0.024888496410407,No Charging
90,2.822222222222222,0.024888496410407,No Charging
91,2.822222222222222,0.024888496410407,No Charging
92,3.0346811833083036,0.01683915948809974,No Charging
93,3.336111111111111,0.005419019641099,No Charging
94,3.336111111111111,0.005419019641099,No Charging
95,3.336111111111111,0.005419019641099,No Charging
96,3.336111111111111,0.005419019641099,No Charging
97,3.336111111111111,0.005419019641099,No Charging
98,3.336111111111111,0.005419019641099,No Charging
99,3.336111111111111,0.005419019641099,No Charging
100,3.336111111111111,0.005419019641099,No Charging
101,3.336111111111111,0.005419019641099,No Charging
102,3.336111111111111,0.005419019641099,No Charging
103,3.336111111111111,0.005419019641099,No Charging
104,3.336111111111111,0.005419019641099,No Charging
105,3.336111111111111,0.005419019641099,No Charging
106,3.336111111111111,0.005419019641099,No Charging
107,3.336111111111111,0.005419019641099,No Charging
108,3.336111111111111,0.005419019641099,No Charging
109,3.336111111111111,0.005419019641099,No Charging
110,3.336111111111111,0.005419019641099,No Charging
111,3.336111111111111,0.005419019641099,No Charging
112,3.336111111111111,0.005419019641099,No Charging
113,3.336111111111111,0.005419019641099,No Charging
114,3.336111111111111,0.005419019641099,No Charging
115,3.336111111111111,0.005419019641099,No Charging
116,3.336111111111111,0.005419019641099,No Charging
117,3.336111111111111,0.005419019641099,No Charging
118,3.336111111111111,0.005419019641099,No Charging
119,3.336111111111111,0.005419019641099,No Charging
120,3.336111111111111,0.005419019641099,No Charging
121,3.336111111111111,0.005419019641099,No Charging
122,3.336111111111111,0.005419019641099,No Charging
123,3.336111111111111,0.005419019641099,No Charging
124,3.336111111111111,0.005419019641099,No Charging
125,3.336111111111111,0.005419019641099,No Charging
126,3.336111111111111,0.005419019641099,No Charging
127,3.336111111111111,0.005419019641099,No Charging
128,3.336111111111111,0.005419019641099,No Charging
129,3.336111111111111,0.005419019641099,No Charging
130,3.336111111111111,0.005419019641099,No Charging
131,3.336111111111111,0.005419019641099,No Charging
132,3.336111111111111,0.005419019641099,No Charging
133,3.336111111111111,0.005419019641099,No Charging
134,3.336111111111111,0.005419019641099,No Charging
135,3.336111111111111,0.005419019641099,No Charging
136,3.336111111111111,0.005419019641099,No Charging
137,3.336111111111111,0.005419019641099,No Charging
138,3.336111111111111,0.005419019641099,No Charging
139,3.336111111111111,0.005419019641099,No Charging
140,3.336111111111111,0.005419019641099,No Charging
141,3.336111111111111,0.005419019641099,No Charging
142,3.336111111111111,0.005419019641099,No Charging
143,3.336111111111111,0.005419019641099,No Charging
144,3.336111111111111,0.005419019641099,No Charging
145,3.336111111111111,0.005419019641099,No Charging
146,3.336111111111111,0.005419019641099,No Charging
147,3.336111111111111,0.005419019641099,No Charging
148,3.336111111111111,0.005419019641099,No Charging
149,3.336111111111111,0.005419019641099,No Charging
150,3.336111111111111,0.005419019641099,No Charging
151,3.336111111111111,0.005419019641099,No Charging
152,3.336111111111111,0.005419019641099,No Charging
153,3.336111111111111,0.005419019641099,No Charging
154,3.336111111111111,0.005419019641099,No Charging
155,3.336111111111111,0.005419019641099,No Charging
156,3.336111111111111,0.005419019641099,No Charging
157,3.336111111111111,0.005419019641099,No Charging
158,3.336111111111111,0.005419019641099,No Charging
159,3.336111111111111,0.005419019641099,No Charging
160,3.336111111111111,0.005419019641099,No Charging
161,3.336111111111111,0.005419019641099,No Charging
162,3.336111111111111,0.005419019641099,No Charging
163,3.336111111111111,0.005419019641099,No Charging
164,3.336111111111111,0.005419019641099,No Charging
165,3.336111111111111,0.005419019641099,No Charging
166,3.336111111111111,0.005419019641099,No Charging
167,3.336111111111111,0.005419019641099,No Charging
168,3.336111111111111,0.005419019641099,No Charging
169,3.336111111111111,0.005419019641099,No Charging
170,3.336111111111111,0.005419019641099,No Charging
171,3.336111111111111,0.005419019641099,No Charging
172,3.336111111111111,0.005419019641099,No Charging
173,3.336111111111111,0.005419019641099,No Charging
174,3.336111111111111,0.005419019641099,No Charging
175,3.336111111111111,0.005419019641099,No Charging
176,3.336111111111111,0.005419019641099,No Charging
177,3.336111111111111,0.005419019641099,No Charging
178,3.336111111111111,0.005419019641099,No Charging
179,3.336111111111111,0.005419019641099,No Charging
180,2.639843315679582,-0.0010016228989280116,No Charging
181,2.380555555555557,-0.003392648354484,No Charging
182,2.380555555555557,-0.003392648354484,No Charging
183,2.380555555555557,-0.003392648354484,No Charging
184,2.380555555555557,-0.003392648354484,No Charging
185,2.380555555555557,-0.003392648354484,No Charging
186,2.380555555555557,-0.003392648354484,No Charging
187,2.380555555555557,-0.003392648354484,No Charging
188,2.380555555555557,-0.003392648354484,No Charging
189,2.380555555555557,-0.003392648354484,No Charging
190,2.380555555555557,-0.003392648354484,No Charging
191,2.380555555555557,-0.003392648354484,No Charging
192,2.380555555555557,-0.003392648354484,No Charging
193,2.380555555555557,-0.003392648354484,No Charging
194,2.380555555555557,-0.003392648354484,No Charging
195,2.380555555555557,-0.003392648354484,No Charging
196,2.380555555555557,-0.003392648354484,No Charging
197,2.380555555555557,-0.003392648354484,No Charging
198,2.380555555555557,-0.003392648354484,No Charging
199,2.380555555555557,-0.003392648354484,No Charging
200,2.380555555555557,-0.003392648354484,No Charging
201,2.380555555555557,-0.003392648354484,No Charging
202,2.380555555555557,-0.003392648354484,No Charging
203,2.380555555555557,-0.003392648354484,No Charging
204,2.380555555555557,-0.003392648354484,No Charging
205,2.380555555555557,-0.003392648354484,No Charging
206,2.380555555555557,-0.003392648354484,No Charging
207,2.380555555555557,-0.003392648354484,No Charging
208,2.380555555555557,-0.003392648354484,No Charging
209,2.380555555555557,-0.003392648354484,No Charging
210,2.380555555555557,-0.003392648354484,No Charging
211,2.380555555555557,-0.003392648354484,No Charging
212,2.380555555555557,-0.003392648354484,No Charging
213,2.380555555555557,-0.003392648354484,No Charging
214,2.380555555555557,-0.003392648354484,No Charging
215,2.380555555555557,-0.003392648354484,No Charging
216,2.380555555555557,-0.003392648354484,No Charging
217,2.380555555555557,-0.003392648354484,No Charging
218,2.380555555555557,-0.003392648354484,No Charging
219,2.380555555555557,-0.003392648354484,No Charging
220,2.380555555555557,-0.003392648354484,No Charging
221,2.380555555555557,-0.003392648354484,No Charging
222,2.380555555555557,-0.003392648354484,No Charging
223,2.380555555555557,-0.003392648354484,No Charging
224,2.380555555555557,-0.003392648354484,No Charging
225,2.380555555555557,-0.003392648354484,No Charging
226,2.380555555555557,-0.003392648354484,No Charging
227,2.380555555555557,-0.003392648354484,No Charging
228,2.380555555555557,-0.003392648354484,No Charging
229,2.380555555555557,-0.003392648354484,No Charging
230,2.380555555555557,-0.003392648354484,No Charging
231,2.380555555555557,-0.003392648354484,No Charging
232,2.380555555555557,-0.003392648354484,No Charging
233,2.380555555555557,-0.003392648354484,No Charging
234,2.380555555555557,-0.003392648354484,No Charging
