cycSecs,cycMps,cycGrade,cycRoadType
0,2.886111111111112,0.008872505366998,No Charging
1,2.886111111111112,0.008872505366998,No Charging
2,2.886111111111112,0.008872505366998,No Charging
3,2.886111111111112,0.008872505366998,No Charging
4,2.886111111111112,0.008872505366998,No Charging
5,2.886111111111112,0.008872505366998,No Charging
6,2.886111111111112,0.008872505366998,No Charging
7,2.886111111111112,0.008872505366998,No Charging
8,2.886111111111112,0.008872505366998,No Charging
9,2.886111111111112,0.008872505366998,No Charging
10,2.886111111111112,0.008872505366998,No Charging
11,2.886111111111112,0.008872505366998,No Charging
12,2.886111111111112,0.008872505366998,No Charging
13,2.886111111111112,0.008872505366998,No Charging
14,2.886111111111112,0.008872505366998,No Charging
15,2.886111111111112,0.008872505366998,No Charging
16,2.886111111111112,0.008872505366998,No Charging
17,2.886111111111112,0.008872505366998,No Charging
18,2.886111111111112,0.008872505366998,No Charging
19,2.886111111111112,0.008872505366998,No Charging
20,1.8407674340419093,0.00024850158451865953,No Charging
21,1.416666666666667,-0.003250296659759,No Charging
22,1.416666666666667,-0.003250296659759,No Charging
23,1.416666666666667,-0.003250296659759,No Charging
24,1.416666666666667,-0.003250296659759,No Charging
25,1.416666666666667,-0.003250296659759,No Charging
26,1.416666666666667,-0.003250296659759,No Charging
27,1.416666666666667,-0.003250296659759,No Charging
28,1.416666666666667,-0.003250296659759,No Charging
29,1.416666666666667,-0.003250296659759,No Charging
30,1.416666666666667,-0.003250296659759,No Charging
31,1.416666666666667,-0.003250296659759,No Charging
32,1.416666666666667,-0.003250296659759,No Charging
33,1.416666666666667,-0.003250296659759,No Charging
34,1.416666666666667,-0.003250296659759,No Charging
35,1.416666666666667,-0.003250296659759,No Charging
36,1.416666666666667,-0.003250296659759,No Charging
37,1.416666666666667,-0.003250296659759,No Charging
38,1.416666666666667,-0.003250296659759,No Charging
39,1.416666666666667,-0.003250296659759,No Charging
40,1.416666666666667,-0.003250296659759,No Charging
41,1.416666666666667,-0.003250296659759,No Charging
42,1.416666666666667,-0.003250296659759,No Charging
43,1.416666666666667,-0.003250296659759,No Charging
44,1.416666666666667,-0.003250296659759,No Charging
45,1.416666666666667,-0.003250296659759,No Charging
46,1.416666666666667,-0.003250296659759,No Charging
47,1.416666666666667,-0.003250296659759,No Charging
48,1.416666666666667,-0.003250296659759,No Charging
49,1.416666666666667,-0.003250296659759,No Charging
50,1.416666666666667,-0.003250296659759,No Charging
51,1.416666666666667,-0.003250296659759,No Charging
52,1.416666666666667,-0.003250296659759,No Charging
53,1.416666666666667,-0.003250296659759,No Charging
54,1.416666666666667,-0.003250296659759,No Charging
55,1.416666666666667,-0.003250296659759,No Charging
56,1.416666666666667,-0.003250296659759,No Charging
57,1.416666666666667,-0.003250296659759,No Charging
58,1.416666666666667,-0.003250296659759,No Charging
59,1.416666666666667,-0.003250296659759,No Charging
60,1.416666666666667,-0.003250296659759,No Charging
61,1.416666666666667,-0.003250296659759,No Charging
62,1.416666666666667,-0.003250296659759,No Charging
63,1.416666666666667,-0.003250296659759,No Charging
64,1.416666666666667,-0.003250296659759,No Charging
65,1.416666666666667,-0.003250296659759,No Charging
66,1.416666666666667,-0.003250296659759,No Charging
67,1.416666666666667,-0.003250296659759,No Charging
68,1.416666666666667,-0.003250296659759,No Charging
69,1.416666666666667,-0.003250296659759,No Charging
70,1.416666666666667,-0.003250296659759,No Charging
71,1.416666666666667,-0.003250296659759,No Charging
72,1.416666666666667,-0.003250296659759,No Charging
73,1.416666666666667,-0.003250296659759,No Charging
74,1.416666666666667,-0.003250296659759,No Charging
75,1.416666666666667,-0.003250296659759,No Charging
76,1.416666666666667,-0.003250296659759,No Charging
77,1.416666666666667,-0.003250296659759,No Charging
78,1.416666666666667,-0.003250296659759,No Charging
79,1.416666666666667,-0.003250296659759,No Charging
80,1.416666666666667,-0.003250296659759,No Charging
81,1.6305101234097603,-0.003239582591354039,No Charging
82,5.894444444444445,-0.00302594928835,No Charging
83,5.894444444444445,-0.00302594928835,No Charging
84,5.894444444444445,-0.00302594928835,No Charging
