cycSecs,cycMps,cycGrade,cycRoadType
0,3.872222222222227,0.008872505366998,No Charging
1,3.872222222222227,0.008872505366998,No Charging
2,3.872222222222227,0.008872505366998,No Charging
3,3.872222222222227,0.008872505366998,No Charging
4,3.872222222222227,0.008872505366998,No Charging
5,3.872222222222227,0.008872505366998,No Charging
6,3.872222222222227,0.008872505366998,No Charging
7,3.872222222222227,0.008872505366998,No Charging
8,3.872222222222227,0.008872505366998,No Charging
9,3.872222222222227,0.008872505366998,No Charging
10,3.872222222222227,0.008872505366998,No Charging
11,3.872222222222227,0.008872505366998,No Charging
12,3.872222222222227,0.008872505366998,No Charging
13,3.872222222222227,0.008872505366998,No Charging
14,3.872222222222227,0.008872505366998,No Charging
15,5.523618585508349,-0.0017730462205008245,No Charging
16,5.752777777777779,-0.003250296659759,No Charging
17,5.752777777777779,-0.003250296659759,No Charging
18,5.752777777777779,-0.003250296659759,No Charging
19,5.752777777777779,-0.003250296659759,No Charging
20,5.752777777777779,-0.003250296659759,No Charging
21,5.752777777777779,-0.003250296659759,No Charging
22,5.752777777777779,-0.003250296659759,No Charging
23,5.752777777777779,-0.003250296659759,No Charging
24,5.752777777777779,-0.003250296659759,No Charging
25,5.752777777777779,-0.003250296659759,No Charging
26,5.752777777777779,-0.003250296659759,No Charging
27,5.752777777777779,-0.003250296659759,No Charging
28,5.752777777777779,-0.003250296659759,No Charging
29,5.752777777777779,-0.003250296659759,No Charging
30,5.752777777777779,-0.0030948261756932076,No Charging
31,5.752777777777779,-0.00302594928835,No Charging
32,5.752777777777779,-0.00302594928835,No Charging
33,5.752777777777779,-0.00302594928835,No Charging
34,5.752777777777779,-0.00302594928835,No Charging
35,5.752777777777779,-0.00302594928835,No Charging
36,5.752777777777779,-0.00302594928835,No Charging
37,5.752777777777779,-0.00302594928835,No Charging
38,5.752777777777779,-0.00302594928835,No Charging
39,5.752777777777779,-0.00302594928835,No Charging
40,5.752777777777779,-0.00302594928835,No Charging
41,5.752777777777779,-0.00302594928835,No Charging
42,5.752777777777779,-0.00302594928835,No Charging
43,5.752777777777779,-0.00302594928835,No Charging
44,5.752777777777779,-0.00302594928835,No Charging
45,5.752777777777779,-0.00302594928835,No Charging
46,5.752777777777779,-0.00302594928835,No Charging
47,5.752777777777779,-0.00302594928835,No Charging
48,5.752777777777779,-0.00302594928835,No Charging
49,5.752777777777779,-0.00302594928835,No Charging
50,5.752777777777779,-0.00302594928835,No Charging
51,5.752777777777779,-0.00302594928835,No Charging
52,5.752777777777779,-0.00302594928835,No Charging
53,5.752777777777779,-0.00302594928835,No Charging
54,5.752777777777779,-0.00302594928835,No Charging
55,5.752777777777779,-0.00302594928835,No Charging
56,5.752777777777779,-0.00302594928835,No Charging
57,5.752777777777779,-0.00302594928835,No Charging
58,5.752777777777779,-0.00302594928835,No Charging
59,5.752777777777779,-0.00302594928835,No Charging
60,5.752777777777779,-0.00302594928835,No Charging
61,5.752777777777779,-0.00302594928835,No Charging
62,5.752777777777779,-0.00302594928835,No Charging
